trial,dataset,family,pr(Y=1|S=mc),DP,"t(P(S=1), DP)","t(P(S=1), DP_ground_truth)",I_v(X_to_S)
2,credit_card,mlp_one_layer,0.41,0.095104259,0.00108211,0.004970673,0.038423269
2,credit_card,mlp_two_layer,0.41,0.10658814,0.001359268,0.004970673,0.073605512
2,credit_card,mlp_three_layer,0.41,0.112166839,0.001505305,0.004970673,0.10291866
2,credit_card,sgd_lr,0.43,0.094040076,0.001058025,0.005881997,0.020401726
2,credit_card,mlp_one_layer,0.43,0.116216625,0.001615989,0.005881997,0.047648019
2,credit_card,mlp_two_layer,0.43,0.129183754,0.001996822,0.005881997,0.091943949
2,credit_card,mlp_three_layer,0.43,0.124554704,0.001856247,0.005881997,0.079642304
2,credit_card,sgd_lr,0.45,0.098459622,0.001159824,0.007244728,0.018986147
2,credit_card,mlp_one_layer,0.45,0.101924002,0.001242893,0.007244728,0.039136863
2,credit_card,mlp_two_layer,0.45,0.138955776,0.00231044,0.007244728,0.087022254
2,credit_card,mlp_three_layer,0.45,0.120426042,0.0017352,0.007244728,0.056713052
2,credit_card,sgd_lr,0.47,0.097308487,0.001132859,0.008410351,0.021569126
2,credit_card,mlp_one_layer,0.47,0.126729304,0.001921646,0.008410351,0.051501875
2,credit_card,mlp_two_layer,0.47,0.131166138,0.002058593,0.008410351,0.055982806
2,credit_card,mlp_three_layer,0.47,0.147216229,0.002593397,0.008410351,0.079651359
2,credit_card,sgd_lr,0.49,0.114284172,0.001562684,0.009446748,0.023689513
2,credit_card,mlp_one_layer,0.49,0.137164414,0.002251236,0.009446748,0.049168444
2,credit_card,mlp_two_layer,0.49,0.153246579,0.002810292,0.009446748,0.045520204
2,credit_card,mlp_three_layer,0.49,0.154582537,0.002859523,0.009446748,0.076783965
2,credit_card,sgd_lr,0.51,0.126402196,0.001911736,0.010874133,0.027020839
2,credit_card,mlp_one_layer,0.51,0.156063908,0.002914613,0.010874133,0.047173468
2,credit_card,mlp_two_layer,0.51,0.150948745,0.002726617,0.010874133,0.060150618
2,credit_card,mlp_three_layer,0.51,0.172948433,0.003579703,0.010874133,0.076248046
2,credit_card,sgd_lr,0.53,0.139124107,0.002316043,0.012731067,0.025873915
2,credit_card,mlp_one_layer,0.53,0.16592908,0.003294902,0.012731067,0.049378225
2,credit_card,mlp_two_layer,0.53,0.174706583,0.003652889,0.012731067,0.114137595
2,credit_card,mlp_three_layer,0.53,0.229090001,0.00628319,0.012731067,0.1087947
2,credit_card,sgd_lr,0.55,0.136771338,0.002238348,0.014065764,0.026301479
2,credit_card,mlp_one_layer,0.55,0.156341256,0.002924985,0.014065764,0.048531947
2,credit_card,mlp_two_layer,0.55,0.199986397,0.004787221,0.014065764,0.067379519
2,credit_card,mlp_three_layer,0.55,0.223450907,0.005977433,0.014065764,0.072997098
2,credit_card,sgd_lr,0.57,0.148881343,0.002652415,0.015734664,0.028861675
2,credit_card,mlp_one_layer,0.57,0.166918708,0.00333434,0.015734664,0.048906381
2,credit_card,mlp_two_layer,0.57,0.193672557,0.00448954,0.015734664,0.12064507
2,credit_card,mlp_three_layer,0.57,0.22098423,0.005846091,0.015734664,0.15525674
2,credit_card,sgd_lr,0.59,0.167501726,0.003357683,0.017343201,0.031693065
2,credit_card,mlp_one_layer,0.59,0.178837123,0.003827747,0.017343201,0.056005032
2,credit_card,mlp_two_layer,0.59,0.215597861,0.005564367,0.017343201,0.110376557
2,credit_card,mlp_three_layer,0.59,0.23661901,0.006703338,0.017343201,0.194552513
2,credit_card,sgd_lr,0.61,0.169855063,0.003452737,0.019848524,0.031594801
2,credit_card,mlp_one_layer,0.61,0.20426542,0.004994409,0.019848524,0.057859407
2,credit_card,mlp_two_layer,0.61,0.222708316,0.005937739,0.019848524,0.05975104
2,credit_card,mlp_three_layer,0.61,0.221617064,0.005879647,0.019848524,0.215562687
2,credit_card,sgd_lr,0.63,0.187409387,0.004203703,0.021369901,0.034532622
2,credit_card,mlp_one_layer,0.63,0.216839473,0.005628689,0.021369901,0.055419763
2,credit_card,mlp_two_layer,0.63,0.231724326,0.006428645,0.021369901,0.104327443
2,credit_card,mlp_three_layer,0.63,0.275697315,0.009103195,0.021369901,0.138745661
2,credit_card,sgd_lr,0.65,0.18353578,0.004031633,0.023720728,0.032899847
2,credit_card,mlp_one_layer,0.65,0.219791183,0.00578309,0.023720728,0.061243402
2,credit_card,mlp_two_layer,0.65,0.218975346,0.005740205,0.023720728,0.077498683
2,credit_card,mlp_three_layer,0.65,0.22754016,0.006198394,0.023720728,0.16148147
2,credit_card,sgd_lr,0.67,0.204391214,0.005000567,0.026071229,0.037824765
2,credit_card,mlp_one_layer,0.67,0.242253724,0.007026697,0.026071229,0.064455818
2,credit_card,mlp_two_layer,0.67,0.265967091,0.00847127,0.026071229,0.115031433
2,credit_card,mlp_three_layer,0.67,0.264657123,0.008387937,0.026071229,0.149361172
2,credit_card,sgd_lr,0.69,0.199714679,0.004774213,0.027564293,0.034895884
2,credit_card,mlp_one_layer,0.69,0.238664802,0.006819857,0.027564293,0.065786779
2,credit_card,mlp_two_layer,0.69,0.253601405,0.007701088,0.027564293,0.08923038
2,credit_card,mlp_three_layer,0.69,0.230149918,0.006341513,0.027564293,0.12888184
2,credit_card,sgd_lr,0.71,0.218876678,0.005735029,0.03047211,0.041026411
2,credit_card,mlp_one_layer,0.71,0.260295412,0.008113446,0.03047211,0.072161168
2,credit_card,mlp_two_layer,0.71,0.297912648,0.010631485,0.03047211,0.155476802
2,credit_card,mlp_three_layer,0.71,0.323408961,0.012532239,0.03047211,0.134357797
2,credit_card,sgd_lr,0.73,0.222824783,0.005943955,0.032425978,0.041102951
2,credit_card,mlp_one_layer,0.73,0.269691589,0.008710462,0.032425978,0.072233788
2,credit_card,mlp_two_layer,0.73,0.288771641,0.009988227,0.032425978,0.088081237
2,credit_card,mlp_three_layer,0.73,0.381734284,0.017471462,0.032425978,0.155565588
2,credit_card,sgd_lr,0.75,0.229213121,0.006289951,0.034489971,0.040659974
2,credit_card,mlp_one_layer,0.75,0.270479049,0.008761461,0.034489971,0.069838664
2,credit_card,mlp_two_layer,0.75,0.336040849,0.01353212,0.034489971,0.170306834
2,credit_card,mlp_three_layer,0.75,0.260448218,0.008122985,0.034489971,0.190125932
2,credit_card,sgd_lr,0.77,0.23958778,0.006872755,0.037799218,0.04265886
2,credit_card,mlp_one_layer,0.77,0.281450885,0.009487591,0.037799218,0.068771482
2,credit_card,mlp_two_layer,0.77,0.299771172,0.010764736,0.037799218,0.13963389
2,credit_card,mlp_three_layer,0.77,0.295679531,0.010472478,0.037799218,0.138213075
2,credit_card,sgd_lr,0.79,0.263166311,0.008293602,0.040876186,0.049326401
2,credit_card,mlp_one_layer,0.79,0.314973295,0.011885984,0.040876186,0.086025447
2,credit_card,mlp_two_layer,0.79,0.324755326,0.012636975,0.040876186,0.189449731
2,credit_card,mlp_three_layer,0.79,0.436565201,0.022867253,0.040876186,0.117195826
2,credit_card,sgd_lr,0.81,0.269359931,0.008689027,0.044069454,0.04943004
2,credit_card,mlp_one_layer,0.81,0.298305326,0.010659569,0.044069454,0.08296098
2,credit_card,mlp_two_layer,0.81,0.359810971,0.015518296,0.044069454,0.122229181
2,credit_card,mlp_three_layer,0.81,0.298011258,0.010638534,0.044069454,0.138553802
2,credit_card,sgd_lr,0.83,0.289100569,0.010011024,0.045744808,0.054902845
2,credit_card,mlp_one_layer,0.83,0.358664101,0.015419326,0.045744808,0.094225231
2,credit_card,mlp_two_layer,0.83,0.416514515,0.020809335,0.045744808,0.145971049
2,credit_card,mlp_three_layer,0.83,0.389881967,0.018227052,0.045744808,0.164549136
2,credit_card,sgd_lr,0.85,0.287749768,0.009917569,0.04960076,0.054287567
2,credit_card,mlp_one_layer,0.85,0.346592881,0.014396947,0.04960076,0.086921627
2,credit_card,mlp_two_layer,0.85,0.361236213,0.015641732,0.04960076,0.200928163
2,credit_card,mlp_three_layer,0.85,0.492186648,0.029089221,0.04960076,0.176830827
2,credit_card,sgd_lr,0.87,0.29525222,0.010442189,0.051907121,0.055637743
2,credit_card,mlp_one_layer,0.87,0.361579301,0.01567152,0.051907121,0.0933294
2,credit_card,mlp_two_layer,0.87,0.366260272,0.016080776,0.051907121,0.182017943
2,credit_card,mlp_three_layer,0.87,0.41025851,0.020187266,0.051907121,0.289008297
2,credit_card,sgd_lr,0.89,0.30689266,0.011283043,0.055917933,0.059129649
2,credit_card,mlp_one_layer,0.89,0.361939336,0.015702809,0.055917933,0.096026441
2,credit_card,mlp_two_layer,0.89,0.386512443,0.01791262,0.055917933,0.19000957
2,credit_card,mlp_three_layer,0.89,0.405842604,0.019753897,0.055917933,0.339582037
2,credit_card,sgd_lr,0.91,0.312888434,0.011728912,0.059368314,0.063057997
2,credit_card,mlp_one_layer,0.91,0.381955958,0.017491806,0.059368314,0.092786733
2,credit_card,mlp_two_layer,0.91,0.441380154,0.023376017,0.059368314,0.220894287
2,credit_card,mlp_three_layer,0.91,0.541194842,0.035199014,0.059368314,0.304680649
2,credit_card,sgd_lr,0.93,0.310648435,0.011561321,0.062863923,0.062084028
2,credit_card,mlp_one_layer,0.93,0.391285712,0.018358858,0.062863923,0.097523079
2,credit_card,mlp_two_layer,0.93,0.438465238,0.023067342,0.062863923,0.210911809
2,credit_card,mlp_three_layer,0.93,0.444373207,0.02369512,0.062863923,0.166284361
2,credit_card,sgd_lr,0.95,0.331555563,0.01317267,0.067128897,0.06819005
2,credit_card,mlp_one_layer,0.95,0.411130875,0.020273439,0.067128897,0.104190613
2,credit_card,mlp_two_layer,0.95,0.459760324,0.025370098,0.067128897,0.28426693
2,credit_card,mlp_three_layer,0.95,0.458474751,0.025227945,0.067128897,0.17054956
2,compas,sgd_lr,0.05,0.164508256,0.003382072,0.026455635,0.089197675
2,compas,mlp_one_layer,0.05,0.244813865,0.007493392,0.026455635,0.111036009
2,compas,mlp_two_layer,0.05,0.244774614,0.007490988,0.026455635,0.110818402
2,compas,mlp_three_layer,0.05,0.253894763,0.008060118,0.026455635,0.106215248
2,compas,sgd_lr,0.07,0.171401279,0.003671551,0.024709297,0.087616166
2,compas,mlp_one_layer,0.07,0.232864158,0.00677918,0.024709297,0.107414959
2,compas,mlp_two_layer,0.07,0.243609003,0.007419755,0.024709297,0.10336406
2,compas,mlp_three_layer,0.07,0.246636545,0.007605482,0.024709297,0.09413351
2,compas,sgd_lr,0.09,0.186417779,0.004343388,0.02244408,0.08426327
2,compas,mlp_one_layer,0.09,0.238885956,0.007134611,0.02244408,0.105517699
2,compas,mlp_two_layer,0.09,0.250443149,0.007842268,0.02244408,0.103507895
2,compas,mlp_three_layer,0.09,0.260316768,0.00847341,0.02244408,0.100874361
2,compas,sgd_lr,0.11,0.177795966,0.003950742,0.019968074,0.083913718
2,compas,mlp_one_layer,0.11,0.2524288,0.007967227,0.019968074,0.103185552
2,compas,mlp_two_layer,0.11,0.255652599,0.008172214,0.019968074,0.10387361
2,compas,mlp_three_layer,0.11,0.239894561,0.007195033,0.019968074,0.100840201
2,compas,sgd_lr,0.13,0.186870898,0.004364538,0.018162156,0.083322666
2,compas,mlp_one_layer,0.13,0.246991535,0.00762741,0.018162156,0.100150761
2,compas,mlp_two_layer,0.13,0.246932657,0.007623771,0.018162156,0.098354082
2,compas,mlp_three_layer,0.13,0.249638494,0.007791912,0.018162156,0.095570649
2,compas,sgd_lr,0.15,0.189996568,0.004511839,0.01655933,0.075303098
2,compas,mlp_one_layer,0.15,0.246861848,0.007619395,0.01655933,0.094969451
2,compas,mlp_two_layer,0.15,0.241424582,0.007287179,0.01655933,0.093968952
2,compas,mlp_three_layer,0.15,0.228574605,0.006531543,0.01655933,0.085426585
2,compas,sgd_lr,0.17,0.191589705,0.004587859,0.013307085,0.073758626
2,compas,mlp_one_layer,0.17,0.247256089,0.007643772,0.013307085,0.095956647
2,compas,mlp_two_layer,0.17,0.259396087,0.008413522,0.013307085,0.090824762
2,compas,mlp_three_layer,0.17,0.252832462,0.007992751,0.013307085,0.094153613
2,compas,sgd_lr,0.19,0.195127515,0.004758949,0.013028569,0.074284566
2,compas,mlp_one_layer,0.19,0.241096911,0.007267395,0.013028569,0.09103791
2,compas,mlp_two_layer,0.19,0.239138579,0.007149721,0.013028569,0.090751109
2,compas,mlp_three_layer,0.19,0.248513862,0.007721804,0.013028569,0.081611689
2,compas,sgd_lr,0.21,0.193908994,0.004699667,0.010993143,0.074325308
2,compas,mlp_one_layer,0.21,0.252844394,0.007993506,0.010993143,0.092507644
2,compas,mlp_two_layer,0.21,0.247177586,0.007638915,0.010993143,0.091272549
2,compas,mlp_three_layer,0.21,0.248853466,0.00774294,0.010993143,0.076011967
2,compas,sgd_lr,0.23,0.212930082,0.005667507,0.010074933,0.070524407
2,compas,mlp_one_layer,0.23,0.256731228,0.008241383,0.010074933,0.091683063
2,compas,mlp_two_layer,0.23,0.256462435,0.008224119,0.010074933,0.088954752
2,compas,mlp_three_layer,0.23,0.235035862,0.006906313,0.010074933,0.072033031
2,compas,sgd_lr,0.25,0.215186254,0.005788325,0.008059749,0.065204646
2,compas,mlp_one_layer,0.25,0.246859336,0.00761924,0.008059749,0.08391543
2,compas,mlp_two_layer,0.25,0.245405306,0.007529673,0.008059749,0.082439446
2,compas,mlp_three_layer,0.25,0.248609479,0.007727752,0.008059749,0.083595974
2,compas,sgd_lr,0.27,0.205797311,0.005293944,0.007327455,0.057934663
2,compas,mlp_one_layer,0.27,0.242265976,0.007338103,0.007327455,0.079560227
2,compas,mlp_two_layer,0.27,0.233055391,0.006790327,0.007327455,0.078300241
2,compas,mlp_three_layer,0.27,0.230420364,0.006637533,0.007327455,0.083794871
2,compas,sgd_lr,0.29,0.219734397,0.00603576,0.006072741,0.061330645
2,compas,mlp_one_layer,0.29,0.250130079,0.007822656,0.006072741,0.081677054
2,compas,mlp_two_layer,0.29,0.249796442,0.007801783,0.006072741,0.081250479
2,compas,mlp_three_layer,0.29,0.24970428,0.007796022,0.006072741,0.056554677
2,compas,sgd_lr,0.31,0.220377806,0.006071182,0.005033804,0.054131902
2,compas,mlp_one_layer,0.31,0.23622204,0.006976253,0.005033804,0.074498775
2,compas,mlp_two_layer,0.31,0.232703855,0.006769842,0.005033804,0.070890511
2,compas,mlp_three_layer,0.31,0.227456881,0.006467775,0.005033804,0.061926529
2,compas,sgd_lr,0.33,0.218772736,0.00598301,0.004194443,0.0492487
2,compas,mlp_one_layer,0.33,0.230221595,0.006626078,0.004194443,0.067067533
2,compas,mlp_two_layer,0.33,0.237624886,0.007059424,0.004194443,0.067703914
2,compas,mlp_three_layer,0.33,0.230182343,0.006623817,0.004194443,0.018110066
2,compas,sgd_lr,0.35,0.242267703,0.007338207,0.00338461,0.060565953
2,compas,mlp_one_layer,0.35,0.256638281,0.008235411,0.00338461,0.078682231
2,compas,mlp_two_layer,0.35,0.265534854,0.008816853,0.00338461,0.075855314
2,compas,mlp_three_layer,0.35,0.252535564,0.007973974,0.00338461,0.074085322
2,compas,sgd_lr,0.37,0.229652449,0.006593333,0.002229938,0.045977416
2,compas,mlp_one_layer,0.37,0.233847328,0.006836589,0.002229938,0.067034147
2,compas,mlp_two_layer,0.37,0.234312379,0.006863829,0.002229938,0.067490744
2,compas,mlp_three_layer,0.37,0.23923341,0.007155397,0.002229938,0.054192245
2,compas,sgd_lr,0.39,0.236015577,0.006964054,0.002042649,0.046675063
2,compas,mlp_one_layer,0.39,0.236364601,0.006984683,0.002042649,0.066197082
2,compas,mlp_two_layer,0.39,0.247900441,0.007683698,0.002042649,0.064844037
2,compas,mlp_three_layer,0.39,0.231959805,0.006726587,0.002042649,0.050133259
2,compas,sgd_lr,0.41,0.213185373,0.005681114,0.001052569,0.042516256
2,compas,mlp_one_layer,0.41,0.221271326,0.006120547,0.001052569,0.068914613
2,compas,mlp_two_layer,0.41,0.22110066,0.006111103,0.001052569,0.063772188
2,compas,mlp_three_layer,0.41,0.215851959,0.005824218,0.001052569,0.064739073
2,compas,sgd_lr,0.43,0.229810397,0.006602412,0.000775433,0.038152508
2,compas,mlp_one_layer,0.43,0.221836232,0.00615186,0.000775433,0.056842483
2,compas,mlp_two_layer,0.43,0.229416155,0.006579762,0.000775433,0.055024293
2,compas,mlp_three_layer,0.43,0.222929306,0.006212677,0.000775433,0.04859606
2,compas,sgd_lr,0.45,0.243313989,0.00740178,0.000500103,0.042580129
2,compas,mlp_one_layer,0.45,0.229129463,0.006563315,0.000500103,0.062796788
2,compas,mlp_two_layer,0.45,0.227014125,0.006442602,0.000500103,0.058472254
2,compas,mlp_three_layer,0.45,0.24080017,0.007249503,0.000500103,0.052849598
2,compas,sgd_lr,0.47,0.214546456,0.005753934,0.000105818,0.03863272
2,compas,mlp_one_layer,0.47,0.207031376,0.005357663,0.000105818,0.057361587
2,compas,mlp_two_layer,0.47,0.212521553,0.005645767,0.000105818,0.051766938
2,compas,mlp_three_layer,0.47,0.203833169,0.005193316,0.000105818,0.016619344
2,compas,sgd_lr,0.49,0.225626665,6.36E-03,0.000279399,0.036548304
2,compas,mlp_one_layer,0.49,0.209352392,5.48E-03,0.000279399,0.056533236
2,compas,mlp_two_layer,0.49,0.207446971,5.38E-03,0.000279399,0.056956141
2,compas,mlp_three_layer,0.49,0.214281116,5.74E-03,0.000279399,0.04279679
2,compas,sgd_lr,0.51,0.215311074,5.80E-03,3.62E-06,0.038123813
2,compas,mlp_one_layer,0.51,0.193311116,4.67E-03,3.62E-06,0.054764156
2,compas,mlp_two_layer,0.51,0.193893921,4.70E-03,3.62E-06,0.049898411
2,compas,mlp_three_layer,0.51,0.204446748,5.22E-03,3.62E-06,0.05040947
2,compas,sgd_lr,0.53,0.203574738,5.18E-03,8.19E-05,0.033713312
2,compas,mlp_one_layer,0.53,0.196587826,4.83E-03,8.19E-05,0.052007405
2,compas,mlp_two_layer,0.53,0.202694093,5.14E-03,8.19E-05,0.050666869
2,compas,mlp_three_layer,0.53,0.170317155,3.63E-03,8.19E-05,0.043311883
2,compas,sgd_lr,0.55,0.203594364,0.005181148,0.000126239,0.033646495
2,compas,mlp_one_layer,0.55,0.167996924,0.003527094,0.000126239,0.053527996
2,compas,mlp_two_layer,0.55,0.176716866,0.003902911,0.000126239,0.053785862
2,compas,mlp_three_layer,0.55,0.184120157,0.004236931,0.000126239,0.057237974
2,compas,sgd_lr,0.57,0.173965026,0.003782254,0.000457117,0.030671988
2,compas,mlp_one_layer,0.57,0.17629452,0.003884269,0.000457117,0.049657015
2,compas,mlp_two_layer,0.57,0.176890985,0.003910609,0.000457117,0.048844103
2,compas,mlp_three_layer,0.57,0.185587847,0.004304782,0.000457117,0.050346598
2,compas,sgd_lr,0.59,0.170742954,0.00364339,0.000724652,0.03016677
2,compas,mlp_one_layer,0.59,0.159935778,0.00319661,0.000724652,0.053370164
2,compas,mlp_two_layer,0.59,0.166369716,0.003459073,0.000724652,0.053123458
2,compas,mlp_three_layer,0.59,0.168145451,0.003533336,0.000724652,0.053223948
2,compas,sgd_lr,0.61,0.169767635,0.003601868,0.001045027,0.0286173
2,compas,mlp_one_layer,0.61,0.159464761,0.003177803,0.001045027,0.051562022
2,compas,mlp_two_layer,0.61,0.155016475,0.003002927,0.001045027,0.049880811
2,compas,mlp_three_layer,0.61,0.162398413,0.003295845,0.001045027,0.052727563
2,compas,sgd_lr,0.63,0.175324382,0.003841619,0.0012589,0.027626852
2,compas,mlp_one_layer,0.63,0.166646204,0.003470584,0.0012589,0.047814657
2,compas,mlp_two_layer,0.63,0.163161304,0.003326895,0.0012589,0.044345404
2,compas,mlp_three_layer,0.63,0.175699782,0.003858095,0.0012589,0.044050159
2,compas,sgd_lr,0.65,0.137094584,0.00234854,0.002134024,0.022904306
2,compas,mlp_one_layer,0.65,0.132268227,0.002186052,0.002134024,0.042860897
2,compas,mlp_two_layer,0.65,0.132260534,0.002185798,0.002134024,0.040106075
2,compas,mlp_three_layer,0.65,0.131848394,0.002172194,0.002134024,0.030061958
2,compas,sgd_lr,0.67,0.12718344,0.002021169,0.002884787,0.019975941
2,compas,mlp_one_layer,0.67,0.114310382,0.001632654,0.002884787,0.046390897
2,compas,mlp_two_layer,0.67,0.120030101,0.00180016,0.002884787,0.041388461
2,compas,mlp_three_layer,0.67,0.128848171,0.002074439,0.002884787,0.052907854
2,compas,sgd_lr,0.69,0.123215591,0.001896998,0.004123557,0.01789212
2,compas,mlp_one_layer,0.69,0.080703775,0.000813712,0.004123557,0.039484744
2,compas,mlp_two_layer,0.69,0.084418217,0.000890347,0.004123557,0.033732486
2,compas,mlp_three_layer,0.69,0.096426016,0.001161685,0.004123557,0.013961355
2,compas,sgd_lr,0.71,0.104788455,0.001371946,0.004231937,0.018847321
2,compas,mlp_one_layer,0.71,0.075293828,0.000708267,0.004231937,0.045461682
2,compas,mlp_two_layer,0.71,0.076047299,0.000722514,0.004231937,0.046023582
2,compas,mlp_three_layer,0.71,0.097458485,0.001186699,0.004231937,0.021311718
2,compas,sgd_lr,0.73,0.097420176,0.001185766,0.005137472,0.018693411
2,compas,mlp_one_layer,0.73,0.095570962,0.001141171,0.005137472,0.040725668
2,compas,mlp_two_layer,0.73,0.093828513,0.001099934,0.005137472,0.036537417
2,compas,mlp_three_layer,0.73,0.10013873,0.001252877,0.005137472,0.030948755
2,compas,sgd_lr,0.75,0.084398748,0.000889936,0.00738822,0.016774479
2,compas,mlp_one_layer,0.75,0.070278123,0.000617041,0.00738822,0.044343725
2,compas,mlp_two_layer,0.75,0.072473691,0.0006562,0.00738822,0.04181945
2,compas,mlp_three_layer,0.75,0.09258016,0.001070857,0.00738822,0.047989653
2,compas,sgd_lr,0.77,0.087950218,0.000966416,0.008192984,0.014607112
2,compas,mlp_one_layer,0.77,0.068531434,0.000586748,0.008192984,0.038124682
2,compas,mlp_two_layer,0.77,0.071878954,0.000645474,0.008192984,0.03435175
2,compas,mlp_three_layer,0.77,0.099117408,0.001227448,0.008192984,0.017046905
2,compas,sgd_lr,0.79,0.06589311,0.000542438,0.009978674,0.011980504
2,compas,mlp_one_layer,0.79,0.06099249,0.00046475,0.009978674,0.032428427
2,compas,mlp_two_layer,0.79,0.066372605,0.000550362,0.009978674,0.030119065
2,compas,mlp_three_layer,0.79,0.046480292,0.000269895,0.009978674,0.022289531
2,compas,sgd_lr,0.81,0.045540927,0.000259096,0.011261257,0.014738674
2,compas,mlp_one_layer,0.81,0.029297271,0.000107227,0.011261257,0.037986166
2,compas,mlp_two_layer,0.81,0.035691957,0.000159145,0.011261257,0.029413234
2,compas,mlp_three_layer,0.81,0,0,0.011261257,0.036624283
2,compas,sgd_lr,0.83,0.024433547,7.46E-05,0.012574245,0.011507644
2,compas,mlp_one_layer,0.83,0.023261028,6.76E-05,0.012574245,0.033445259
2,compas,mlp_two_layer,0.83,0.02670071,8.91E-05,0.012574245,0.031565508
2,compas,mlp_three_layer,0.83,0,0,0.012574245,0.033776038
2,compas,sgd_lr,0.85,0.014261302,2.54E-05,0.014314853,0.012715889
2,compas,mlp_one_layer,0.85,0.008273731,8.55E-06,0.014314853,0.047357455
2,compas,mlp_two_layer,0.85,0.003328679,1.38E-06,0.014314853,0.041448447
2,compas,mlp_three_layer,0.85,0.004374965,2.39E-06,0.014314853,0.022725829
2,compas,sgd_lr,0.87,0.014241676,2.53E-05,0.016592659,0.012890865
2,compas,mlp_one_layer,0.87,0.004796368,2.87E-06,0.016592659,0.037164567
2,compas,mlp_two_layer,0.87,0.020342762,5.17E-05,0.016592659,0.041295336
2,compas,mlp_three_layer,0.87,0.012744941,2.03E-05,0.016592659,0.031663361
2,compas,sgd_lr,0.89,0.004297247,2.31E-06,0.018731143,0.009156094
2,compas,mlp_one_layer,0.89,0.010552042,1.39E-05,0.018731143,0.034511174
2,compas,mlp_two_layer,0.89,0.008481921,8.99E-06,0.018731143,0.033523446
2,compas,mlp_three_layer,0.89,0.001194657,1.78E-07,0.018731143,0.019165553
2,compas,sgd_lr,0.91,0.000504302,3.18E-08,0.020357207,0.010464382
2,compas,mlp_one_layer,0.91,0.019748967,4.87E-05,0.020357207,0.039140154
2,compas,mlp_two_layer,0.91,0.011121187,1.55E-05,0.020357207,0.03280831
2,compas,mlp_three_layer,0.91,0.00E+00,0,0.020357207,0.032927216
2,compas,sgd_lr,0.93,0.002280037,6.49E-07,0.02115448,0.007283125
2,compas,mlp_one_layer,0.93,0.012855944,2.06E-05,0.02115448,0.037770409
2,compas,mlp_two_layer,0.93,0.006651548,5.53E-06,0.02115448,0.034830062
2,compas,mlp_three_layer,0.93,0,0,0.02115448,0.023924982
2,compas,sgd_lr,0.95,0.000812348,8.24E-08,0.024961967,0.008719226
2,compas,mlp_one_layer,0.95,0.008733601,9.53E-06,0.024961967,0.04106629
2,compas,mlp_two_layer,0.95,0.000674968,5.69E-08,0.024961967,0.036783612
2,compas,mlp_three_layer,0.95,0,0,0.024961967,0.016832407
2,dutch_census,sgd_lr,0.05,0.155252595,0.003013917,0.013053532,0.091604453
2,dutch_census,mlp_one_layer,0.05,0.192701018,0.004644087,0.013053532,0.167106275
2,dutch_census,mlp_two_layer,0.05,0.191277413,0.004575688,0.013053532,0.187190749
2,dutch_census,mlp_three_layer,0.05,0.174830356,0.003822314,0.013053532,0.240016673
2,dutch_census,sgd_lr,0.07,0.143919357,0.002589832,0.011429831,0.084613572
2,dutch_census,mlp_one_layer,0.07,0.169430089,0.003589736,0.011429831,0.150901811
2,dutch_census,mlp_two_layer,0.07,0.174380262,0.00380265,0.011429831,0.176880664
2,dutch_census,mlp_three_layer,0.07,0.182971213,0.004186738,0.011429831,0.243908609
2,dutch_census,sgd_lr,0.09,0.145451707,0.002645291,0.010173201,0.085409827
2,dutch_census,mlp_one_layer,0.09,0.15340715,0.002942669,0.010173201,0.152271082
2,dutch_census,mlp_two_layer,0.09,0.16209012,0.003285336,0.010173201,0.179624571
2,dutch_census,mlp_three_layer,0.09,0.184323265,0.004248871,0.010173201,0.229195627
2,dutch_census,sgd_lr,0.11,0.141967371,0.002520037,0.008911096,0.080843528
2,dutch_census,mlp_one_layer,0.11,0.161947484,0.003279554,0.008911096,0.146657182
2,dutch_census,mlp_two_layer,0.11,0.164334449,0.003376979,0.008911096,0.169832432
2,dutch_census,mlp_three_layer,0.11,0.170887934,0.003651802,0.008911096,0.226221995
2,dutch_census,sgd_lr,0.13,0.134650031,0.00226689,0.007457872,0.076033553
2,dutch_census,mlp_one_layer,0.13,0.128416014,0.002061798,0.007457872,0.143308991
2,dutch_census,mlp_two_layer,0.13,0.180595026,0.004078651,0.007457872,0.168564161
2,dutch_census,mlp_three_layer,0.13,0.144006176,0.002592958,0.007457872,0.214258671
2,dutch_census,sgd_lr,0.15,0.125276175,0.001962184,0.005939243,0.072846914
2,dutch_census,mlp_one_layer,0.15,0.147383767,0.002716055,0.005939243,0.138797424
2,dutch_census,mlp_two_layer,0.15,0.148662381,0.0027634,0.005939243,0.162193647
2,dutch_census,mlp_three_layer,0.15,0.151339411,0.002863851,0.005939243,0.18015897
2,dutch_census,sgd_lr,0.17,0.12166798,0.00185076,0.00531468,0.068435623
2,dutch_census,mlp_one_layer,0.17,0.140057261,0.002452662,0.00531468,0.128660651
2,dutch_census,mlp_two_layer,0.17,0.130836388,0.00214027,0.00531468,0.154539702
2,dutch_census,mlp_three_layer,0.17,0.125585721,0.001971895,0.00531468,0.148760748
2,dutch_census,sgd_lr,0.19,0.118070767,0.001742918,0.004218026,0.069056815
2,dutch_census,mlp_one_layer,0.19,0.135621923,0.002299741,0.004218026,0.129899637
2,dutch_census,mlp_two_layer,0.19,0.13103227,0.002146685,0.004218026,0.151640575
2,dutch_census,mlp_three_layer,0.19,0.129492087,0.002096504,0.004218026,0.138170825
