trial,dataset,family,pr(Y=1|S=mc),DP,"t(P(S=1), DP)","t(P(S=1), DP_ground_truth)",I_v(X_to_S)
3,compas,mlp_two_layer,0.27,0.251511573,0.007909382,0.00729812,0.08272635
3,compas,mlp_three_layer,0.27,0.224267152,0.00628752,0.00729812,0.083010035
3,compas,sgd_lr,0.29,0.208562025,0.005437226,0.00550677,0.053013508
3,compas,mlp_one_layer,0.29,0.244063064,0.007447463,0.00550677,0.074863741
3,compas,mlp_two_layer,0.29,0.245936927,0.007562359,0.00550677,0.072839817
3,compas,mlp_three_layer,0.29,0.224419919,0.006296095,0.00550677,0.04986918
3,compas,sgd_lr,0.31,0.228454338,0.006524667,0.005247492,0.058422574
3,compas,mlp_one_layer,0.31,0.246311543,0.007585434,0.005247492,0.073646105
3,compas,mlp_two_layer,0.31,0.251454423,0.007905785,0.005247492,0.074726455
3,compas,mlp_three_layer,0.31,0.257005203,0.008258998,0.005247492,0.076308055
3,compas,sgd_lr,0.33,0.229020972,0.006557097,0.004594987,0.055162402
3,compas,mlp_one_layer,0.33,0.240220662,0.007214623,0.004594987,0.079067846
3,compas,mlp_two_layer,0.33,0.241845358,0.007312623,0.004594987,0.078583672
3,compas,mlp_three_layer,0.33,0.251332429,0.007898109,0.004594987,0.052454669
3,compas,sgd_lr,0.35,0.22037184,0.006070853,0.003961004,0.051881372
3,compas,mlp_one_layer,0.35,0.222576828,0.006193033,0.003961004,0.068089522
3,compas,mlp_two_layer,0.35,0.2296917,0.006595589,0.003961004,0.067870154
3,compas,mlp_three_layer,0.35,0.232986309,0.006786299,0.003961004,0.072140084
3,compas,sgd_lr,0.37,0.221303669,0.006122338,0.002372837,0.043688752
3,compas,mlp_one_layer,0.37,0.217794905,0.00592961,0.002372837,0.064337094
3,compas,mlp_two_layer,0.37,0.219727645,0.006035389,0.002372837,0.063327729
3,compas,mlp_three_layer,0.37,0.221513586,0.006133966,0.002372837,0.048394874
3,compas,sgd_lr,0.39,0.233217578,0.006799789,0.002039514,0.047522684
3,compas,mlp_one_layer,0.39,0.235395248,0.006927466,0.002039514,0.067142298
3,compas,mlp_two_layer,0.39,0.232781573,0.006774369,0.002039514,0.06439398
3,compas,mlp_three_layer,0.39,0.252536506,0.007974034,0.002039514,0.066106709
3,compas,sgd_lr,0.41,0.228855488,0.006547618,0.001373727,0.044374903
3,compas,mlp_one_layer,0.41,0.244895979,0.007498424,0.001373727,0.064211428
3,compas,mlp_two_layer,0.41,0.242203802,0.007334334,0.001373727,0.06328901
3,compas,mlp_three_layer,0.41,0.244042653,0.007446216,0.001373727,0.048117928
3,compas,sgd_lr,0.43,0.252495528,0.007971444,0.001036561,0.048440703
3,compas,mlp_one_layer,0.43,0.236635122,0.007000692,0.001036561,0.06888567
3,compas,mlp_two_layer,0.43,0.246075249,0.007570875,0.001036561,0.065430322
3,compas,mlp_three_layer,0.43,0.241178083,0.007272294,0.001036561,0.057321045
3,compas,sgd_lr,0.45,0.222976251,0.006215295,0.000409067,0.038805157
3,compas,mlp_one_layer,0.45,0.206629442,0.005336868,0.000409067,0.060167726
3,compas,mlp_two_layer,0.45,0.208071539,0.005411666,0.000409067,0.061074763
3,compas,mlp_three_layer,0.45,0.204957802,0.005250816,0.000409067,0.070690876
3,compas,sgd_lr,0.47,0.228915307,0.006551043,0.000155917,0.038033329
3,compas,mlp_one_layer,0.47,0.207794267,0.005397244,0.000155917,0.059193255
3,compas,mlp_two_layer,0.47,0.208743995,0.005446723,0.000155917,0.058501938
3,compas,mlp_three_layer,0.47,0.21315303,0.005679389,0.000155917,0.051923435
3,compas,sgd_lr,0.49,0.229185828,0.006566547,0.000100603,0.040306182
3,compas,mlp_one_layer,0.49,0.200940496,0.005046879,0.000100603,0.060619108
3,compas,mlp_two_layer,0.49,0.202335649,0.005117245,0.000100603,0.060925722
3,compas,mlp_three_layer,0.49,0.214954357,0.005775848,0.000100603,0.056764277
3,compas,sgd_lr,0.51,0.211484844,5.59E-03,3.42E-06,0.034597272
3,compas,mlp_one_layer,0.51,0.190073658,4.52E-03,3.42E-06,0.05492442
3,compas,mlp_two_layer,0.51,0.191776856,4.60E-03,3.42E-06,0.054513818
3,compas,mlp_three_layer,0.51,0.185764478,4.31E-03,3.42E-06,0.038032189
3,compas,sgd_lr,0.53,0.21525989,5.79E-03,1.02E-05,0.029701623
3,compas,mlp_one_layer,0.53,0.180278541,4.06E-03,1.02E-05,0.046820621
3,compas,mlp_two_layer,0.53,0.186994932,4.37E-03,1.02E-05,0.046735176
3,compas,mlp_three_layer,0.53,0.205810343,5.29E-03,1.02E-05,0.046938471
3,compas,sgd_lr,0.55,0.202466278,0.005123858,0.000136265,0.028768571
3,compas,mlp_one_layer,0.55,0.167722164,0.003515562,0.000136265,0.052335442
3,compas,mlp_two_layer,0.55,0.170323906,0.003625521,0.000136265,0.051893114
3,compas,mlp_three_layer,0.55,0.179369792,0.004021026,0.000136265,0.040722393
3,compas,sgd_lr,0.57,0.202336591,0.005117293,0.000282543,0.03376397
3,compas,mlp_one_layer,0.57,0.173010117,0.003740828,0.000282543,0.054120809
3,compas,mlp_two_layer,0.57,0.175651111,0.003855957,0.000282543,0.055323446
3,compas,mlp_three_layer,0.57,0.200068486,0.005003147,0.000282543,0.04361366
3,compas,sgd_lr,0.59,0.188981526,0.004463735,0.00035546,0.028933333
3,compas,mlp_one_layer,0.59,0.151131368,0.002854244,0.00035546,0.051200022
3,compas,mlp_two_layer,0.59,0.159195967,0.003167095,0.00035546,0.051088697
3,compas,mlp_three_layer,0.59,0.184475147,0.004253293,0.00035546,0.023067559
3,compas,sgd_lr,0.61,0.171970896,0.003696005,0.001102391,0.023868851
3,compas,mlp_one_layer,0.61,0.164307289,0.00337381,0.001102391,0.054845156
3,compas,mlp_two_layer,0.61,0.164968597,0.003401033,0.001102391,0.050220431
3,compas,mlp_three_layer,0.61,0.156195745,0.003048805,0.001102391,0.067045518
3,compas,sgd_lr,0.63,0.165538685,0.003424589,0.001532334,0.027171885
3,compas,mlp_one_layer,0.63,0.154180262,0.002970606,0.001532334,0.052840249
3,compas,mlp_two_layer,0.63,0.14325282,0.002564332,0.001532334,0.04910171
3,compas,mlp_three_layer,0.63,0.137822462,0.002373551,0.001532334,0.033418765
3,compas,sgd_lr,0.65,0.166366419,0.003458935,0.002577421,0.024654276
3,compas,mlp_one_layer,0.65,0.134874209,0.002273063,0.002577421,0.054421403
3,compas,mlp_two_layer,0.65,0.135843562,0.002305863,0.002577421,0.053301869
3,compas,mlp_three_layer,0.65,0.153161452,0.002931464,0.002577421,0.034829141
3,compas,sgd_lr,0.67,0.135426398,0.002291719,0.003231058,0.023821452
3,compas,mlp_one_layer,0.67,0.129464262,0.002094329,0.003231058,0.046263301
3,compas,mlp_two_layer,0.67,0.133100201,0.002213646,0.003231058,0.049319218
3,compas,mlp_three_layer,0.67,0.132364629,0.002189241,0.003231058,0.051804967
3,compas,sgd_lr,0.69,0.117662298,0.001729825,0.003913207,0.022971406
3,compas,mlp_one_layer,0.69,0.116219258,0.001687647,0.003913207,0.053189499
3,compas,mlp_two_layer,0.69,0.108017278,0.001457809,0.003913207,0.048229877
3,compas,mlp_three_layer,0.69,0.12284176,0.001885502,0.003913207,0.023940168
3,compas,sgd_lr,0.71,0.106780073,0.0014246,0.004285471,0.01856423
3,compas,mlp_one_layer,0.71,0.08943141,0.000999246,0.004285471,0.037919113
3,compas,mlp_two_layer,0.71,0.098498648,0.001212168,0.004285471,0.037726465
3,compas,mlp_three_layer,0.71,0.120690624,0.001820031,0.004285471,0.040531764
3,compas,sgd_lr,0.73,0.097086539,0.001177657,0.006356566,0.015999057
3,compas,mlp_one_layer,0.73,0.081217498,0.000824106,0.006356566,0.043384869
3,compas,mlp_two_layer,0.73,0.078564572,0.000771142,0.006356566,0.038392759
3,compas,mlp_three_layer,0.73,0.093337085,0.001088441,0.006356566,0.017134586
3,compas,sgd_lr,0.75,0.082852556,0.000857624,0.006806314,0.02216804
3,compas,mlp_one_layer,0.75,0.069734569,0.000607532,0.006806314,0.047026371
3,compas,mlp_two_layer,0.75,0.069053635,0.000595725,0.006806314,0.044120565
3,compas,mlp_three_layer,0.75,0.094850777,0.001124035,0.006806314,0.031344572
3,compas,sgd_lr,0.77,0.074699248,0.000697124,0.008670725,0.016232495
3,compas,mlp_one_layer,0.77,0.065119072,0.000529768,0.008670725,0.04102456
3,compas,mlp_two_layer,0.77,0.067424701,0.000567949,0.008670725,0.041243805
3,compas,mlp_three_layer,0.77,0.079652622,0.000792651,0.008670725,0.036398494
3,compas,sgd_lr,0.79,0.049785263,0.000309642,0.009665577,0.013320791
3,compas,mlp_one_layer,0.79,0.058182558,0.000422912,0.009665577,0.032566329
3,compas,mlp_two_layer,0.79,0.059022225,0.000435207,0.009665577,0.0286901
3,compas,mlp_three_layer,0.79,0.062922718,0.000494632,0.009665577,0.024798607
3,compas,sgd_lr,0.81,0.041375094,0.000213861,0.010818149,0.016480041
3,compas,mlp_one_layer,0.81,0.041921945,0.000219552,0.010818149,0.048086778
3,compas,mlp_two_layer,0.81,0.03529175,0.000155596,0.010818149,0.040381774
3,compas,mlp_three_layer,0.81,0.049037759,0.000300414,0.010818149,0.034319371
3,compas,sgd_lr,0.83,0.036349968,0.000165067,0.013035883,0.011015412
3,compas,mlp_one_layer,0.83,0.032655937,0.000133222,0.013035883,0.038421195
3,compas,mlp_two_layer,0.83,0.0273168,9.32E-05,0.013035883,0.036807436
3,compas,mlp_three_layer,0.83,0.038401248,0.000184223,0.013035883,0.010292512
3,compas,sgd_lr,0.85,0.049596699,0.000307301,0.014900134,0.010402978
3,compas,mlp_one_layer,0.85,0.024597304,7.56E-05,0.014900134,0.040457288
3,compas,mlp_two_layer,0.85,0.026594888,8.84E-05,0.014900134,0.033502949
3,compas,mlp_three_layer,0.85,0,0,0.014900134,0.00541703
3,compas,sgd_lr,0.87,0.019888859,4.94E-05,0.015928855,0.013957369
3,compas,mlp_one_layer,0.87,0.002979812,1.11E-06,0.015928855,0.03736786
3,compas,mlp_two_layer,0.87,0.003354428,1.41E-06,0.015928855,0.034098362
3,compas,mlp_three_layer,0.87,0.002428565,7.37E-07,0.015928855,0.027309279
3,compas,sgd_lr,0.89,0.010815654,1.46E-05,0.017486127,0.009601055
3,compas,mlp_one_layer,0.89,0.008387089,8.79E-06,0.017486127,0.037281355
3,compas,mlp_two_layer,0.89,0.02164748,5.85E-05,0.017486127,0.035033659
3,compas,mlp_three_layer,0.89,0.005032034,3.16E-06,0.017486127,0.013315142
3,compas,sgd_lr,0.91,0.003386771,1.43E-06,0.019884605,0.007611508
3,compas,mlp_one_layer,0.91,0.002223672,6.18E-07,0.019884605,0.036927686
3,compas,mlp_two_layer,0.91,0.000698048,6.09E-08,0.019884605,0.036796596
3,compas,mlp_three_layer,0.91,0.00E+00,0,0.019884605,0.038615701
3,compas,sgd_lr,0.93,0.000910476,1.04E-07,0.021756998,0.007049891
3,compas,mlp_one_layer,0.93,0.011972787,1.79E-05,0.021756998,0.047536481
3,compas,mlp_two_layer,0.93,0.004779412,2.85E-06,0.021756998,0.035333004
3,compas,mlp_three_layer,0.93,0,0,0.021756998,0.032677548
3,compas,sgd_lr,0.95,0.001218522,1.85E-07,0.024013081,0.009610037
3,compas,mlp_one_layer,0.95,0.001186963,1.76E-07,0.024013081,0.03396147
3,compas,mlp_two_layer,0.95,0.000859292,9.22E-08,0.024013081,0.040520884
3,compas,mlp_three_layer,0.95,0,0,0.024013081,0.043214326
3,dutch_census,sgd_lr,0.05,0.157598115,0.003105704,0.013072387,0.08819839
3,dutch_census,mlp_one_layer,0.05,0.189608649,0.004496157,0.013072387,0.165355586
3,dutch_census,mlp_two_layer,0.05,0.182170522,0.004150158,0.013072387,0.193939008
3,dutch_census,mlp_three_layer,0.05,0.186456178,0.00434782,0.013072387,0.229060465
3,dutch_census,sgd_lr,0.07,0.142563643,0.002541256,0.01147991,0.085126512
3,dutch_census,mlp_one_layer,0.07,0.164681391,0.003391258,0.01147991,0.161152553
3,dutch_census,mlp_two_layer,0.07,0.180027022,0.004053024,0.01147991,0.183037497
3,dutch_census,mlp_three_layer,0.07,0.157127829,0.00308719,0.01147991,0.244324032
3,dutch_census,sgd_lr,0.09,0.148245944,0.002747935,0.009877878,0.085369215
3,dutch_census,mlp_one_layer,0.09,0.165514157,0.003425656,0.009877878,0.151995314
3,dutch_census,mlp_two_layer,0.09,0.163178635,0.003329626,0.009877878,0.173510734
3,dutch_census,mlp_three_layer,0.09,0.164697762,0.003391933,0.009877878,0.238270943
3,dutch_census,sgd_lr,0.11,0.138837886,0.00241013,0.008787735,0.076951614
3,dutch_census,mlp_one_layer,0.11,0.157232517,0.003091307,0.008787735,0.14324072
3,dutch_census,mlp_two_layer,0.11,0.174647417,0.003814315,0.008787735,0.170439765
3,dutch_census,mlp_three_layer,0.11,0.167022265,0.003488392,0.008787735,0.191185976
3,dutch_census,sgd_lr,0.13,0.136812106,0.002340293,0.007579679,0.075596599
3,dutch_census,mlp_one_layer,0.13,0.153979014,0.002964656,0.007579679,0.138988255
3,dutch_census,mlp_two_layer,0.13,0.151225512,0.002859541,0.007579679,0.167470583
3,dutch_census,mlp_three_layer,0.13,0.156213898,0.003051369,0.007579679,0.157073204
3,dutch_census,sgd_lr,0.15,0.12404491,0.001923795,0.006568878,0.074698887
3,dutch_census,mlp_one_layer,0.15,0.145891167,0.002661305,0.006568878,0.140145844
3,dutch_census,mlp_two_layer,0.15,0.15707697,0.003085191,0.006568878,0.15743899
3,dutch_census,mlp_three_layer,0.15,0.152273762,0.002899334,0.006568878,0.152108446
3,dutch_census,sgd_lr,0.17,0.114535192,0.001640081,0.005077218,0.070979371
3,dutch_census,mlp_one_layer,0.17,0.137642784,0.002368805,0.005077218,0.125270265
3,dutch_census,mlp_two_layer,0.17,0.134050376,0.002246739,0.005077218,0.153607964
3,dutch_census,mlp_three_layer,0.17,0.151998177,0.002888846,0.005077218,0.207575554
3,dutch_census,sgd_lr,0.19,0.113639054,0.001614512,0.004261975,0.068396313
3,dutch_census,mlp_one_layer,0.19,0.129387709,0.002093125,0.004261975,0.128030876
3,dutch_census,mlp_two_layer,0.19,0.13027727,0.002122012,0.004261975,0.152420445
3,dutch_census,mlp_three_layer,0.19,0.127245313,0.002024368,0.004261975,0.155108811
3,dutch_census,sgd_lr,0.21,0.099482926,0.001237271,0.003301102,0.064391039
3,dutch_census,mlp_one_layer,0.21,0.115333946,0.00166304,0.003301102,0.128575676
3,dutch_census,mlp_two_layer,0.21,0.120603269,0.001818503,0.003301102,0.147451046
3,dutch_census,mlp_three_layer,0.21,0.09784498,0.001196859,0.003301102,0.151216839
3,dutch_census,sgd_lr,0.23,0.097663616,0.001192426,0.002719805,0.064902124
3,dutch_census,mlp_one_layer,0.23,0.101745912,0.001294209,0.002719805,0.123981947
3,dutch_census,mlp_two_layer,0.23,0.117633064,0.001730017,0.002719805,0.149050786
3,dutch_census,mlp_three_layer,0.23,0.097311285,0.001183836,0.002719805,0.134191079
3,dutch_census,sgd_lr,0.25,0.082424248,0.000849296,0.001950556,0.059398365
3,dutch_census,mlp_one_layer,0.25,0.082604666,0.000853019,0.001950556,0.112027773
3,dutch_census,mlp_two_layer,0.25,0.086254065,0.000930063,0.001950556,0.150221524
3,dutch_census,mlp_three_layer,0.25,0.120644162,0.001819737,0.001950556,0.130314626
3,dutch_census,sgd_lr,0.27,0.070687948,0.000624639,0.001273431,0.058786847
3,dutch_census,mlp_one_layer,0.27,0.060311336,0.000454703,0.001273431,0.121782255
3,dutch_census,mlp_two_layer,0.27,0.089502013,0.001001433,0.001273431,0.138369241
3,dutch_census,mlp_three_layer,0.27,0.081006191,0.000820322,0.001273431,0.162215994
3,dutch_census,sgd_lr,0.29,0.060089911,0.00045137,0.000917914,0.057169772
3,dutch_census,mlp_one_layer,0.29,0.063540432,0.000504699,0.000917914,0.118419712
3,dutch_census,mlp_two_layer,0.29,0.059918234,0.000448795,0.000917914,0.140422048
3,dutch_census,mlp_three_layer,0.29,0.094163924,0.001108487,0.000917914,0.109821325
3,dutch_census,sgd_lr,0.31,0.046453068,0.000269743,0.000512639,0.055582892
3,dutch_census,mlp_one_layer,0.31,0.049918779,0.000311495,0.000512639,0.112201102
3,dutch_census,mlp_two_layer,0.31,0.063137642,0.000498321,0.000512639,0.14195129
3,dutch_census,mlp_three_layer,0.31,0.051762573,0.000334932,0.000512639,0.167613315
3,dutch_census,sgd_lr,0.33,0.027006364,9.12E-05,0.00024287,0.055763671
3,dutch_census,mlp_one_layer,0.33,0.021684379,5.88E-05,0.00024287,0.110385653
3,dutch_census,mlp_two_layer,0.33,0.040095699,0.000200962,0.00024287,0.139719564
3,dutch_census,mlp_three_layer,0.33,0.050371672,0.000317173,0.00024287,0.125739176
3,dutch_census,sgd_lr,0.35,0.025162456,7.91E-05,9.73E-05,0.053828846
3,dutch_census,mlp_one_layer,0.35,0.025912097,8.39E-05,9.73E-05,0.111015217
3,dutch_census,mlp_two_layer,0.35,0.016087323,3.24E-05,9.73E-05,0.14448347
3,dutch_census,mlp_three_layer,0.35,0.021510772,5.78E-05,9.73E-05,0.098775757
3,dutch_census,sgd_lr,0.37,0.020397697,5.20E-05,4.57E-06,0.051995808
3,dutch_census,mlp_one_layer,0.37,0.026563272,8.82E-05,4.57E-06,0.111567278
3,dutch_census,mlp_two_layer,0.37,0.013640376,2.33E-05,4.57E-06,0.134912739
3,dutch_census,mlp_three_layer,0.37,0.044684286,2.50E-04,4.57E-06,0.129259006
3,dutch_census,sgd_lr,0.39,0.001692452,3.58E-07,3.37E-05,0.050873532
3,dutch_census,mlp_one_layer,0.39,0.002613872,8.54E-07,3.37E-05,0.109757672
3,dutch_census,mlp_two_layer,0.39,0.006639647,5.51E-06,3.37E-05,0.13117271
3,dutch_census,mlp_three_layer,0.39,0.006892678,5.94E-06,3.37E-05,0.133358396
3,dutch_census,sgd_lr,0.41,0.010536567,1.39E-05,0.000190811,0.051056065
3,dutch_census,mlp_one_layer,0.41,0.018261654,4.17E-05,0.000190811,0.10684533
3,dutch_census,mlp_two_layer,0.41,0.013617409,2.32E-05,0.000190811,0.134343678
3,dutch_census,mlp_three_layer,0.41,0.018818213,4.43E-05,0.000190811,0.140009829
3,dutch_census,sgd_lr,0.43,0.023215876,6.74E-05,0.00038894,0.051204083
3,dutch_census,mlp_one_layer,0.43,0.032469891,0.000131788,0.00038894,0.101434449
3,dutch_census,mlp_two_layer,0.43,0.03598756,0.00016189,0.00038894,0.124702574
3,dutch_census,mlp_three_layer,0.43,0.026459502,8.75E-05,0.00038894,0.122055168
3,dutch_census,sgd_lr,0.45,0.035605947,0.000158475,0.000681905,0.050590002
3,dutch_census,mlp_one_layer,0.45,0.042903767,0.000230097,0.000681905,0.105255092
3,dutch_census,mlp_two_layer,0.45,0.044824617,0.000251162,0.000681905,0.130788417
3,dutch_census,mlp_three_layer,0.45,0.023491741,6.90E-05,0.000681905,0.160111057
3,dutch_census,sgd_lr,0.47,0.050952447,0.000324529,0.001145068,0.050661901
3,dutch_census,mlp_one_layer,0.47,0.069114831,0.000597145,0.001145068,0.109179889
3,dutch_census,mlp_two_layer,0.47,0.052324146,0.000342239,0.001145068,0.136285314
3,dutch_census,mlp_three_layer,0.47,0.060572333,0.000458647,0.001145068,0.142175764
3,dutch_census,sgd_lr,0.49,0.063544855,0.00050477,0.00168507,0.049627752
3,dutch_census,mlp_one_layer,0.49,0.059065051,0.000436104,0.00168507,0.103638964
3,dutch_census,mlp_two_layer,0.49,0.07763628,0.000753484,0.00168507,0.130833156
3,dutch_census,mlp_three_layer,0.49,0.062388571,0.000486566,0.00168507,0.103639078
3,dutch_census,sgd_lr,0.51,0.084759426,0.000898106,0.002523042,0.051876417
3,dutch_census,mlp_one_layer,0.51,0.098530792,0.001213698,0.002523042,0.096027573
3,dutch_census,mlp_two_layer,0.51,0.094817674,0.001123934,0.002523042,0.125370175
3,dutch_census,mlp_three_layer,0.51,0.090138326,0.001015725,0.002523042,0.132311635
3,dutch_census,sgd_lr,0.53,0.087304294,0.000952852,0.003138426,0.050023844
3,dutch_census,mlp_one_layer,0.53,0.091746557,0.001052297,0.003138426,0.104011592
3,dutch_census,mlp_two_layer,0.53,0.09995208,0.00124897,0.003138426,0.122832624
3,dutch_census,mlp_three_layer,0.53,0.089216296,0.000995049,0.003138426,0.152720721
3,dutch_census,sgd_lr,0.55,0.108674013,0.001476491,0.003868421,0.050255016
3,dutch_census,mlp_one_layer,0.55,0.110309483,0.001521273,0.003868421,0.106508168
3,dutch_census,mlp_two_layer,0.55,0.113243836,0.001603299,0.003868421,0.122966964
3,dutch_census,mlp_three_layer,0.55,0.125108991,0.00195695,0.003868421,0.141410494
3,dutch_census,sgd_lr,0.57,0.117100333,0.00171438,0.004566068,0.052295675
3,dutch_census,mlp_one_layer,0.57,0.12795321,0.00204696,0.004566068,0.100087059
3,dutch_census,mlp_two_layer,0.57,0.125176214,0.001959054,0.004566068,0.135184451
3,dutch_census,mlp_three_layer,0.57,0.126659012,0.002005752,0.004566068,0.151779604
3,dutch_census,sgd_lr,0.59,0.129757012,0.002105094,0.005604988,0.054197232
3,dutch_census,mlp_one_layer,0.59,0.143463676,0.002573453,0.005604988,0.105721908
3,dutch_census,mlp_two_layer,0.59,0.156298367,0.003054671,0.005604988,0.130675853
3,dutch_census,mlp_three_layer,0.59,0.140754532,0.002477151,0.005604988,0.148697399
3,dutch_census,sgd_lr,0.61,0.132808375,0.002205289,0.006753843,0.051312676
3,dutch_census,mlp_one_layer,0.61,0.145985482,0.002664748,0.006753843,0.09838003
3,dutch_census,mlp_two_layer,0.61,0.137502095,0.002363964,0.006753843,0.128828411
3,dutch_census,mlp_three_layer,0.61,0.146982766,0.002701291,0.006753843,0.149779518
3,dutch_census,sgd_lr,0.63,0.149661447,0.002800678,0.008218012,0.054604738
3,dutch_census,mlp_one_layer,0.63,0.165656208,0.003431541,0.008218012,0.102465966
3,dutch_census,mlp_two_layer,0.63,0.168931985,0.003568652,0.008218012,0.133361617
3,dutch_census,mlp_three_layer,0.63,0.16536693,0.003419562,0.008218012,0.143369818
3,dutch_census,sgd_lr,0.65,0.169429269,0.003589701,0.009533509,0.05792333
3,dutch_census,mlp_one_layer,0.65,0.188085,0.004424152,0.009533509,0.106963569
3,dutch_census,mlp_two_layer,0.65,0.187390889,0.004391542,0.009533509,0.130890147
3,dutch_census,mlp_three_layer,0.65,0.184334017,0.004249367,0.009533509,0.117703403
3,dutch_census,sgd_lr,0.67,0.177278684,0.003930166,0.010859188,0.055783877
3,dutch_census,mlp_one_layer,0.67,0.19315608,0.004666058,0.010859188,0.107434518
3,dutch_census,mlp_two_layer,0.67,0.188672613,0.004451853,0.010859188,0.135361871
3,dutch_census,mlp_three_layer,0.67,0.200478612,0.005026746,0.010859188,0.148657089
3,dutch_census,sgd_lr,0.69,0.191319809,0.004577718,0.012311474,0.059402642
3,dutch_census,mlp_one_layer,0.69,0.196602831,0.00483416,0.012311474,0.109194929
3,dutch_census,mlp_two_layer,0.69,0.207022614,0.005360465,0.012311474,0.128062128
3,dutch_census,mlp_three_layer,0.69,0.204371876,0.005223993,0.012311474,0.140610098
3,dutch_census,sgd_lr,0.71,0.207677762,0.005394467,0.014176947,0.063358894
3,dutch_census,mlp_one_layer,0.71,0.214105344,0.005733766,0.014176947,0.115247946
3,dutch_census,mlp_two_layer,0.71,0.222366163,0.006185063,0.014176947,0.137614071
3,dutch_census,mlp_three_layer,0.71,0.226243011,0.006402766,0.014176947,0.135878664
3,dutch_census,sgd_lr,0.73,0.217193384,0.005900464,0.015835711,0.065059882
3,dutch_census,mlp_one_layer,0.73,0.246047866,0.007573786,0.015835711,0.109995906
3,dutch_census,mlp_two_layer,0.73,0.238298067,0.007103824,0.015835711,0.134051389
3,dutch_census,mlp_three_layer,0.73,0.224151664,0.006284859,0.015835711,0.115737206
3,dutch_census,sgd_lr,0.75,0.23393161,0.006845678,0.017667234,0.067027607
3,dutch_census,mlp_one_layer,0.75,0.245406379,0.007534312,0.017667234,0.117178068
3,dutch_census,mlp_two_layer,0.75,0.240431964,0.007231722,0.017667234,0.142155853
3,dutch_census,mlp_three_layer,0.75,0.260546486,0.00849354,0.017667234,0.144913704
3,dutch_census,sgd_lr,0.77,0.244857024,0.00750059,0.019981777,0.069212802
3,dutch_census,mlp_one_layer,0.77,0.260453446,0.008487469,0.019981777,0.120911317
3,dutch_census,mlp_two_layer,0.77,0.256619655,0.008239215,0.019981777,0.147339431
3,dutch_census,mlp_three_layer,0.77,0.263835803,0.008709559,0.019981777,0.177918459
3,dutch_census,sgd_lr,0.79,0.256267324,0.008216585,0.021776648,0.07122613
3,dutch_census,mlp_one_layer,0.79,0.279424747,0.009770341,0.021776648,0.121100892
3,dutch_census,mlp_two_layer,0.79,0.282375509,0.009978013,0.021776648,0.146582256
3,dutch_census,mlp_three_layer,0.79,0.270453757,0.009152425,0.021776648,0.122376147
3,dutch_census,sgd_lr,0.81,0.262938765,0.008650378,0.023570276,0.073783675
3,dutch_census,mlp_one_layer,0.81,0.286270423,0.01025549,0.023570276,0.115821487
3,dutch_census,mlp_two_layer,0.81,0.292401561,0.010700013,0.023570276,0.147533552
3,dutch_census,mlp_three_layer,0.81,0.260420075,0.008485292,0.023570276,0.132580027
3,dutch_census,sgd_lr,0.83,0.285449501,0.010196689,0.025586644,0.077606614
3,dutch_census,mlp_one_layer,0.83,0.297250701,0.011058291,0.025586644,0.129091519
3,dutch_census,mlp_two_layer,0.83,0.29217813,0.010683647,0.025586644,0.156972084
3,dutch_census,mlp_three_layer,0.83,0.300184502,0.01127793,0.025586644,0.157667789
3,dutch_census,sgd_lr,0.85,0.296274632,0.010985698,0.028294042,0.083772846
3,dutch_census,mlp_one_layer,0.85,0.31104958,0.012110229,0.028294042,0.132962416
3,dutch_census,mlp_two_layer,0.85,0.311859482,0.012173461,0.028294042,0.161766567
3,dutch_census,mlp_three_layer,0.85,0.292140151,0.010680867,0.028294042,0.187361579
3,dutch_census,sgd_lr,0.87,0.307975943,0.011871761,0.030729858,0.084958347
3,dutch_census,mlp_one_layer,0.87,0.320374278,0.012848253,0.030729858,0.13075537
3,dutch_census,mlp_two_layer,0.87,0.331651508,0.013770107,0.030729858,0.170181242
3,dutch_census,mlp_three_layer,0.87,0.32564049,0.013274746,0.030729858,0.186072662
3,dutch_census,sgd_lr,0.89,0.323628016,0.013110937,0.033434002,0.089699392
3,dutch_census,mlp_one_layer,0.89,0.334555594,0.014012696,0.033434002,0.14018344
3,dutch_census,mlp_two_layer,0.89,0.334428783,0.014002059,0.033434002,0.162246727
3,dutch_census,mlp_three_layer,0.89,0.33927442,0.014411415,0.033434002,0.140476843
3,dutch_census,sgd_lr,0.91,0.334791937,0.014032532,0.03622719,0.095283866
3,dutch_census,mlp_one_layer,0.91,0.359031025,0.016141804,0.03622719,0.151394791
3,dutch_census,mlp_two_layer,0.91,0.343776823,0.014797087,0.03622719,0.184122287
3,dutch_census,mlp_three_layer,0.91,0.360891698,0.016309852,0.03622719,0.184748095
3,dutch_census,sgd_lr,0.93,0.344147886,0.0148291,0.038821634,0.098096941
3,dutch_census,mlp_one_layer,0.93,0.378624726,0.017955347,0.038821634,0.151657303
3,dutch_census,mlp_two_layer,0.93,0.348740612,0.015228213,0.038821634,0.182573205
3,dutch_census,mlp_three_layer,0.93,0.350495847,0.015382152,0.038821634,0.193449453
3,dutch_census,sgd_lr,0.95,0.357547047,0.016008404,0.041644698,0.103226284
3,dutch_census,mlp_one_layer,0.95,0.372458644,0.017374161,0.041644698,0.157650373
3,dutch_census,mlp_two_layer,0.95,0.370233047,0.017166749,0.041644698,0.179035109
